"TABLE_NAME","INDEX_NAME","COLUMN_NAME","UNIQUENESS","CONSTRAINT_TYPE"
"REF_HABTYP_PUBLICATION","RPN_UK","PUB_CD","UNIQUE","U"
"SOILS_EROSION","SEN_PK","CN","UNIQUE","P"
"PLOT_REGEN","PLTREGEN_UK1","STATECD","UNIQUE","U"
"DWM_DUFF_LITTER_FUEL","DDL_NAT_I","COUNTYCD","NONUNIQUE",NA
"COND_DWM_CALC","CDC_UK3","RSCD","UNIQUE","U"
"SOILS_VISIT","SVT_NAT_I","INVYR","NONUNIQUE",NA
"POP_PLOT_STRATUM_ASSGN","PPSA_UK","RSCD","UNIQUE","U"
"GRND_LYR_MICROQUAD","FGLMP_UK","MICROQUAD","UNIQUE","U"
"GRND_LYR_MICROQUAD","FGLMP_UK3","MICROQUAD","UNIQUE","U"
"PLOT","PLT_CTY_FK_I","CTY_CN","NONUNIQUE",NA
"SUBP_SOIL_SAMPLE_LAYER","SSSLYR_PK","CN","UNIQUE","P"
"SDS_BOUNDARY","SDS_BND_NAT_I","SUBPTYP","NONUNIQUE",NA
"VEG_QUADRAT","VQT_UK","VVT_CN","UNIQUE","U"
"REF_MEANS_BFSND_SWHW_NERS","REFMBSWHWNERS_PK","CN","UNIQUE","P"
"DWM_COARSE_WOODY_DEBRIS","DCW_NAT_I","STATECD","NONUNIQUE",NA
"TREE_WOODLAND_STEMS","WOODS_UK2","TREE","UNIQUE","U"
"PLOT_REGEN","PLTREGEN_UK2","PLOT","UNIQUE","U"
"REF_STATE_ELEV","RSE_PK","STATECD","UNIQUE","P"
"VEG_QUADRAT","VQT_UK","PLT_CN","UNIQUE","U"
"GRND_CVR","GRND_CVR_UK_I","GRND_CVR_TYP","NONUNIQUE",NA
"STG_TAXA","STGTX_UK","PARENT_CN","UNIQUE","U"
"INVASIVE_SUBPLOT_SPP","ISS_UK","PLT_CN","UNIQUE","U"
"TREE_GRM_THRESHOLD","TRE_GRM_THRESH_IND2","PREV_TRE_CN","NONUNIQUE",NA
"GRND_LYR_FNCTL_GRP","FGLFGP_UK2","INV_VST_NBR","UNIQUE","U"
"POP_STRATUM","PSM_PK","CN","UNIQUE","P"
"SEEDLING_REGEN","SDLREGEN_UK","CONDID","UNIQUE","U"
"SOILS_SAMPLE_LOC","SSL_NAT_I","SMPLNNBR","NONUNIQUE",NA
"TREE_WOODLAND_STEMS","WOODS_UK","TRE_CN","UNIQUE","U"
"REF_GRM_TYPE","RGT_UK","STATECD","UNIQUE","U"
"REF_GRM_TYPE","RGT_UK","RSCD","UNIQUE","U"
"OZONE_PLOT","NOP_CTY_FK_I","CTY_CN","NONUNIQUE",NA
"REF_NVCS_LEVEL_2_CODES","RNVCSHS2_UK","PRIMARY_CLASS","UNIQUE","U"
"OZONE_PLOT_SUMMARY","OPS_UK","SPLIT_PLOTID","UNIQUE","U"
"TAXA_SCIENTIFIC_NAME_RPT","TXSCINM_TX_CN","TX_CN","NONUNIQUE",NA
"TAXA","TX_TXR_FK","TXR_CN","NONUNIQUE",NA
"ADMIN_APP_PARAMETER","APARM_UK","PARAMETER_NAME","UNIQUE","U"
"REF_LICHEN_SPP_COMMENTS","LCM_UK","SPP_NAME","UNIQUE","U"
"COND_DWM_CALC","CDC_UK2","PLOT","UNIQUE","U"
"DWM_TRANSECT_SEGMENT","DTS_NAT_I","TRANSECT","NONUNIQUE",NA
"SUBP_COND","SCD_NAT_I","STATECD","NONUNIQUE",NA
"DWM_DUFF_LITTER_FUEL","DDL_PK","CN","UNIQUE","P"
"VEG_PLOT_SPECIES","VPS_UK","VEG_FLDSPCD","UNIQUE","U"
"VEG_PLOT_SPECIES","VPS_PK","CN","UNIQUE","P"
"GRND_LYR_FNCTL_GRP","FGLFGP_UK3","TRANSECT","UNIQUE","U"
"PLOT","PLOT_PREV_PLT_CN","PREV_PLT_CN","NONUNIQUE",NA
"VEG_SUBPLOT_SPP","VSS_NAT_I","COUNTYCD","NONUNIQUE",NA
"SDS_BOUNDARY","BND_PLT_FK_I","PLT_CN","NONUNIQUE",NA
"REF_HABTYP_PUBLICATION","RPN_PK","CN","UNIQUE","P"
"REF_LICHEN_SPP_COMMENTS","LCM_PK","CN","UNIQUE","P"
"TREE_WOODLAND_STEMS","WOODS_UK2","PLT_CN","UNIQUE","U"
"TREE_GRM_COMPONENT","TRE_GRM_CMP_IND1","PLT_CN","NONUNIQUE",NA
"PLOT","PLT_UK","STATECD","UNIQUE","U"
"DWM_DUFF_LITTER_FUEL","DDL_NAT_I","STATECD","NONUNIQUE",NA
"LICHEN_VISIT","LVT_NAT_I","INVYR","NONUNIQUE",NA
"SDS_TREE","SDS_TREE_PK_I","TRE_CN","UNIQUE",NA
"REF_MEANS_CULLBF_SPPGRP_NERS","RMCLLSPPN_UK","TREECLCD","UNIQUE","U"
"P2VEG_SUBP_STRUCTURE","P2VSS_UK3","COUNTYCD","UNIQUE","U"
"VEG_SUBPLOT","VSB_UK2","CN","UNIQUE","U"
"SUBPLOT","SBP_PK","CN","UNIQUE","P"
"TAXA_FIA_TREE_LIST_ASSGN","TFTLA_UK","TX_CN","UNIQUE","U"
"PLOT_REGEN","PLTREGEN_UK2","SUBCYCLE","UNIQUE","U"
"SITETREE","SIT_UK","TREE","UNIQUE","U"
"P2VEG_SUBP_STRUCTURE","P2VSS_UK3","SUBCYCLE","UNIQUE","U"
"ADMIN_APP_JPATH","AJP_UK","TABLE_NAME","UNIQUE","U"
"DWM_FINE_WOODY_DEBRIS","DFW_UK","TRANSECT","UNIQUE","U"
"OZONE_VALIDATION","OVN_NAT_I","COUNTYCD","NONUNIQUE",NA
"TAXA_FIA_TREE_LIST_EXCLUSION","TFTLE_UK","TTFTLET_CN","UNIQUE","U"
"VEG_SUBPLOT","VSB_NAT_I","PLOT","NONUNIQUE",NA
"VEG_PLOT_SPECIES","VPS_NAT_I","UNIQUE_SP_NBR","NONUNIQUE",NA
"VEG_PLOT_SPECIES","VPS_UK","UNIQUE_SP_NBR","UNIQUE","U"
"SEEDLING_REGEN","SDLREGEN_PK","CN","UNIQUE","P"
"VEG_SUBPLOT","VSB_UK","VVT_CN","UNIQUE","U"
"DWM_TRANSECT_SEGMENT","DTS_UK","PLT_CN","UNIQUE","U"
"DWM_RESIDUAL_PILE","DRP_PK","CN","UNIQUE","P"
"DWM_TRANSECT_SEGMENT","DTS_PK","CN","UNIQUE","P"
"COND_DWM_CALC","CDC_UK2","INVYR","UNIQUE","U"
"SUBPLOT","SBP_NAT_I","STATECD","NONUNIQUE",NA
"P2VEG_SUBP_STRUCTURE","P2VSS_UK3","CONDID","UNIQUE","U"
"REF_TREE_CARBON_RATIO_DEAD","REFTCRD_UK","DECAYCD","UNIQUE","U"
"SEEDLING","SDL_NAT_I","PLOT","NONUNIQUE",NA
"SEEDLING_REGEN","SDLREGEN_PLT_CND_I","PLT_CN","NONUNIQUE",NA
"TAXA_DICTIONARY","TXD_UK","NEW_SYMBOL","UNIQUE","U"
"PLOT_REGEN","PLTREGEN_UK1","COUNTYCD","UNIQUE","U"
"REF_RESERVED_AREA_NAME_ABBR","RRANABBR_PK","CN","UNIQUE","P"
"GRND_LYR_MICROQUAD","FGLMP_UK2","SUBP","UNIQUE","U"
"SUBPLOT","SBP_CND_FK3_I","MACRCOND","NONUNIQUE",NA
"REF_NVCS_LEVEL_3_CODES","RNVCSHS3_UK","PRIMARY_CLASS","UNIQUE","U"
"REF_LICHEN_SPP_COMMENTS","LCM_UK","LICH_SPPCD","UNIQUE","U"
"SUBP_COND","SCD_NAT_I","INVYR","NONUNIQUE",NA
"DWM_DUFF_LITTER_FUEL","DDL_NAT_I","SMPLOCCD","NONUNIQUE",NA
"REF_TAPER_SPGRP_NERS","REFTSPGRPNERS_UK","SPGRP","UNIQUE","U"
"SITETREE","SIT_UK","PLT_CN","UNIQUE","U"
"TAXA_FIA_PILE_SPECIES_LIST_ASSGN","TFPSLA_PK","CN","UNIQUE","P"
"SOILS_VISIT","SVT_NAT_I","STATECD","NONUNIQUE",NA
"COUNTY","CTY_PK","CN","UNIQUE","P"
"VEG_QUADRAT","VQT_NAT_I","QUADRAT","NONUNIQUE",NA
"EVALIDATOR_STATE_ESTIMATES","ESTEST_PK","STATECD","UNIQUE","P"
"SUBP_SOIL_SAMPLE_LOC","SSSL_PK","CN","UNIQUE","P"
"VEG_SUBPLOT","VSB_NAT_I","STATECD","NONUNIQUE",NA
"DWM_DUFF_LITTER_FUEL","DDL_NAT_I","INVYR","NONUNIQUE",NA
"COND","CND_PK","CN","UNIQUE","P"
"SEEDLING_REGEN","SDLREGEN_UK","STATECD","UNIQUE","U"
"LICHEN_LAB","LCH_NAT_I","LICH_SPPCD","NONUNIQUE",NA
"REF_SPCD_LOOKUP_SRS","REFSPLKUPSRS_PK","CN","UNIQUE","P"
"DWM_TRANSECT_SEGMENT","DTS_NAT_I","COUNTYCD","NONUNIQUE",NA
"SUBPLOT","SBP_CND_FK2_I","MICRCOND","NONUNIQUE",NA
"P2VEG_SUBPLOT_SPP","P2VSSP_UK","PLT_CN","UNIQUE","U"
"REF_SIEQN","REF_SIEQN_UK","SIEQN_REF_CD","UNIQUE","U"
"SDS_PLOT","SDP_PK","PLT_CN","UNIQUE","P"
"VEG_VISIT","VVT_NAT_I","INVYR","NONUNIQUE",NA
"SUBPLOT","SBP_NAT_I","UNITCD","NONUNIQUE",NA
"POP_STRATUM","POP_STRATUM_EVALID_RSCD","RSCD","NONUNIQUE",NA
"TAXA_RANK","TXR_PK","CN","UNIQUE","P"
"DWM_RESIDUAL_PILE","DRP_UK","TRANSECT","UNIQUE","U"
"TREE_GRM_MIDPT","TRE_GRM_MIDPT_IND2","PREV_TRE_CN","NONUNIQUE",NA
"VEG_SUBPLOT_SPP","VSS_NAT_I","STATECD","NONUNIQUE",NA
"STG_TAXA","STGTX_TX_CN_UK","STGRSB_CN","UNIQUE",NA
"SOILS_SAMPLE_LOC","SSL_PK","CN","UNIQUE","P"
"LICHEN_VISIT","LVT_UK","PLT_CN","UNIQUE","U"
"SOILS_LAB","SLB_SMPLNNBR_I","VSTNBR","UNIQUE",NA
"VEG_SUBPLOT","VSB_UK2","PLT_CN","UNIQUE","U"
"VEG_SUBPLOT","VSB_UK","PLT_CN","UNIQUE","U"
"GRND_LYR_MICROQUAD","FGLMP_UK3","COUNTYCD","UNIQUE","U"
"REF_MEANS_BFSND_SWHW_NERS","REFMBSWHWNERS_UK","TREECLCD","UNIQUE","U"
"SUBP_COND_CHNG_MTRX","CMX_PLT_FK2_I","PLT_CN","NONUNIQUE",NA
"COND_DWM_CALC","CDC_UK3","EVALID","UNIQUE","U"
"DWM_VISIT","DVT_NAT_I","STATECD","NONUNIQUE",NA
"SITETREE","SIT_NAT_I","COUNTYCD","NONUNIQUE",NA
"POP_STRATUM","PSM_UK","ESTN_UNIT","UNIQUE","U"
"POP_EVAL_TYP","PET_PEG_FK_I","EVAL_GRP_CN","NONUNIQUE",NA
"TYP_RRAN_SOURCE_CODE","TRRANSOC_PK","CN","UNIQUE","P"
"COND","CND_NAT_I","INVYR","NONUNIQUE",NA
"SUBP_COND_CHNG_MTRX","CMX_UK","PREV_PLT_CN","UNIQUE","U"
"COND_DWM_CALC","CDC_UK2","RSCD","UNIQUE","U"
"SDS_PLOT","SDP_NAT_I","UNITCD","NONUNIQUE",NA
"REF_DIFFERENCE_TEST_PER_ACRE","DTPA_PK","CN","UNIQUE","P"
"DWM_FINE_WOODY_DEBRIS","DFW_UK","CONDID","UNIQUE","U"
"VEG_SUBPLOT","VSB_NAT_I","COUNTYCD","NONUNIQUE",NA
"REF_AVG_PCT_SND_CRM_RT2","RAPSC2_UK","DIAMETER_ROUND","UNIQUE","U"
"OZONE_BIOSITE_SUMMARY","OBS_UK","COUNTYCD","UNIQUE","U"
"COUNTY","CTY_UK","COUNTYCD","UNIQUE","U"
"SUBP_COND","SCD_UK","PLT_CN","UNIQUE","U"
"VEG_SUBPLOT_SPP","VSS_PK","CN","UNIQUE","P"
"OZONE_PLOT","NOP_SRV_FK_I","SRV_CN","NONUNIQUE",NA
"POP_EVAL","PEV_UK","EVALID","UNIQUE","U"
"OZONE_VISIT","OVT_NAT_I","COUNTYCD","NONUNIQUE",NA
"STG_TAXA","STGTX_SECOND_HYBRID_PARENT_FK","SECOND_HYBRID_PARENT_CN","NONUNIQUE",NA
"VEG_SUBPLOT_SPP","VSS_VPS_FK_I","VVT_CN","NONUNIQUE",NA
"REF_STOCKING_SPECIES_GROUP","RSSG_PK","STOCKING_SPGRPCD","UNIQUE","P"
"TREE_GRM_COMPONENT","TRE_GRM_CMP_IND3","STATECD","NONUNIQUE",NA
"REF_UNIT","UNT_PK","STATECD","UNIQUE","P"
"TREE_GRM_ESTN","TGE_UK","ESTN_UNITS","UNIQUE","U"
"VEG_SUBPLOT_SPP","VSS_VSB_FK_I","VSB_CN","NONUNIQUE",NA
"TAXA_COMMON_NAME","TXCN_COMMON_NAME_I","COMMON_NAME","NONUNIQUE",NA
"VEG_SUBPLOT_SPP","VSS_VPS_FK_I","PLT_CN","NONUNIQUE",NA
"TREE_GRM_MIDPT","TRE_GRM_MIDPT_IND3","STATECD","NONUNIQUE",NA
"INVASIVE_SUBPLOT_SPP","ISS_UK","SUBP","UNIQUE","U"
"OZONE_VALIDATION","OVN_UK","BIOSPCD","UNIQUE","U"
"OZONE_VALIDATION","OVN_NAT_I","BIOSPCD","NONUNIQUE",NA
"TAXA_FIA_TREE_LIST","TFTL_PK","CN","UNIQUE","P"
"VEG_PLOT_SPECIES","VPS_UK2","CN","UNIQUE","U"
"REF_NVCS_LEVEL_4_CODES","RNVCSHS4_UK","PRIMARY_CLASS","UNIQUE","U"
"REF_CITATION","CIT_PK","CITATION_NBR","UNIQUE","P"
"GRND_LYR_FNCTL_GRP","FGLFGP_UK","TRANSECT","UNIQUE","U"
"GRND_LYR_MICROQUAD","FGLMP_UK2","PLOT","UNIQUE","U"
"OZONE_BIOSITE_SUMMARY","OBS_UK","STATECD","UNIQUE","U"
"TAXA_FIA_INVASIVE_GEO_URBAN","TFIGU_TFIL_FK","TFIL_CN","NONUNIQUE",NA
"INVASIVE_SUBPLOT_SPP","ISS_PK","CN","UNIQUE","P"
"REF_PLANT_DICTIONARY","RPD_UK","NEW_SYMBOL","UNIQUE","U"
"REF_MEANS_BFSND_SPPGRP_NERS","REFMBSPPGRPNERS_UK","SPGRP18","UNIQUE","U"
"POP_EVAL_GRP","PEG_UK","EVAL_GRP","UNIQUE","U"
"SDS_BOUNDARY","SDS_BND_NAT_I","UNITCD","NONUNIQUE",NA
"SUBPLOT","SBP_CND_FK3_I","PLT_CN","NONUNIQUE",NA
"SUBPLOT","SBP_CND_FK2_I","PLT_CN","NONUNIQUE",NA
"REF_COEF_TAPER_SRS","REFCOEFTPRSRS_PK","CN","UNIQUE","P"
"REF_MEANS_CULLBF_SWHW_NERS","RMCLLSWN_UK","DCLASS","UNIQUE","U"
"REF_MEANS_CULLBF_SPPGRP_NERS","RMCLLSPPN_UK","SPGRP18","UNIQUE","U"
"SDS_COND","SDS_NAT_I","INVYR","NONUNIQUE",NA
"REF_MEANS_CULLBF_SWHW_NERS","RMCLLSWN_UK","TREECLCD","UNIQUE","U"
"GRND_LYR_FNCTL_GRP","FGLFGP_UK","MICROQUAD","UNIQUE","U"
"SOILS_SAMPLE_LOC","SSL_NAT_I","COUNTYCD","NONUNIQUE",NA
"DWM_FINE_WOODY_DEBRIS","DFW_UK","PLT_CN","UNIQUE","U"
"LICHEN_PLOT_SUMMARY","LPS_NAT_I","STATECD","NONUNIQUE",NA
"TAXA_DICTIONARY","TXD_SCIENTIFIC_NAME_I","SCIENTIFIC_NAME","NONUNIQUE",NA
"REF_TAPER_SPGRP_NERS","REFTSPGRPNERS_PK","CN","UNIQUE","P"
"LICHEN_SPECIES_SUMMARY","LSY_PK","CN","UNIQUE","P"
"STG_TAXA_COMMON_NAME","STGTXCN_UK","STGRSB_CN","UNIQUE","U"
"STG_TAXA_COMMON_NAME","STGTXCN_UK2","STGRSB_CN","UNIQUE","U"
"SURVEY","SRV_UK","P3_OZONE_IND","UNIQUE","U"
"VEG_PLOT_SPECIES","VPS_UK","PLT_CN","UNIQUE","U"
"SOILS_EROSION","SEN_NAT_I","SUBP","NONUNIQUE",NA
"SUBPLOT_REGEN","SBPREGEN_UK","COUNTYCD","UNIQUE","U"
"GRND_LYR_FNCTL_GRP","FGLFGP_UK2","STATECD","UNIQUE","U"
"TYP_RRAN_STATUS_CODE","TRRANSC_PK","CN","UNIQUE","P"
"REF_DATA_UPDATE_HISTORY","RDUH_PK","CN","UNIQUE","P"
"PLOT","PLT_UK","UNITCD","UNIQUE","U"
"SITETREE","SIT_NAT_I","UNITCD","NONUNIQUE",NA
"SEEDLING","SDL_NAT_I","SUBP","NONUNIQUE",NA
"DWM_RESIDUAL_PILE","DRP_NAT_I","PLOT","NONUNIQUE",NA
"OZONE_VISIT","OVT_UK","PLT_CN","UNIQUE","U"
"REF_JENKINS_SPECIES_GROUP","RJSG_UK","LABEL","UNIQUE","U"
"TREE","TRE_PLT_FK_I","PLT_CN","NONUNIQUE",NA
"TYP_TFTLE_TYPE","TTFTLET_UK","EXCLUSION_TYPE","UNIQUE","U"
"P2VEG_SUBP_STRUCTURE","P2VSS_UK2","INVYR","UNIQUE","U"
"VEG_QUADRAT","VQT_UK2","CN","UNIQUE","U"
"VEG_QUADRAT","VQT_PK","CN","UNIQUE","P"
"SDS_COND","SDS_NAT_I","UNITCD","NONUNIQUE",NA
"GRND_LYR_MICROQUAD","FGLMP_UK","TRANSECT","UNIQUE","U"
"GRND_LYR_MICROQUAD","FGLMP_UK2","TRANSECT","UNIQUE","U"
"TAXA_DICTIONARY","TXD_PK","CN","UNIQUE","P"
"REF_SPECIES_CONFIGURATION","REFSPCFG_UK","CONFIG_ID","UNIQUE","U"
"GRND_LYR_MICROQUAD","FGLMP_UK","SUBP","UNIQUE","U"
"COND_DWM_CALC","CDC_UK","PLT_CN","UNIQUE","U"
"SITETREE","SIT_UK","CONDID","UNIQUE","U"
"DWM_VISIT","DVT_NAT_I","INVYR","NONUNIQUE",NA
"OZONE_VALIDATION","OVN_PK","CN","UNIQUE","P"
"OZONE_PLOT","NOP_UK","INVYR","UNIQUE","U"
"TREE_GRM_THRESHOLD","TRE_GRM_THRESH_PK","TRE_CN","UNIQUE","P"
"DWM_RESIDUAL_PILE","DRP_UK","SUBP","UNIQUE","U"
"DWM_DUFF_LITTER_FUEL","DDL_UK","SMPLOCCD","UNIQUE","U"
"EVALIDATOR_COUNTY_ESTIMATES","ECTYEST_PK","STATECD","UNIQUE","P"
"VEG_PLOT_SPECIES","VPS_NAT_I","PLOT","NONUNIQUE",NA
"POP_EVAL_TYP","PET_UK1","EVAL_TYP","UNIQUE","U"
"TAXA_DICTIONARY","TXD_SYMBOL_I","SYMBOL","NONUNIQUE",NA
"TREE","TRE_NAT_I","INVYR","NONUNIQUE",NA
"OZONE_PLOT","NOP_UK","STATECD","UNIQUE","U"
"POP_EVAL_GRP","PEG_PK","CN","UNIQUE","P"
"REF_NVCS_LEVEL_7_CODES","RNVCSHS7_UK","NVCS_CODE","UNIQUE","U"
"COND_DWM_CALC","CDC_UK3","COUNTYCD","UNIQUE","U"
"TAXA_RANK","TXR_UK","RANK","UNIQUE","U"
"OZONE_VALIDATION","OVN_NAT_I","FIELD_ID","NONUNIQUE",NA
"REF_TREE_CARBON_RATIO_DEAD","REFTCRD_UK","SFTWD_HRDWD","UNIQUE","U"
"COUNTY","CTY_UK","UNITCD","UNIQUE","U"
"REF_GRM_TYPE","RGT_UK","START_INVYR","UNIQUE","U"
"DWM_DUFF_LITTER_FUEL","DDL_UK","SUBP","UNIQUE","U"
"REF_TREE_STND_DEAD_CR_PROP","REFTSDCP_PK","CN","UNIQUE","P"
"SUBP_COND","SCD_NAT_I","CONDID","NONUNIQUE",NA
"REF_OWNGRPCD","REF_OWNGRPCD_PK","OWNGRPCD","UNIQUE","P"
"EVALIDATOR_STATE_ESTIMATES","ESTEST_EGRP_I","EVAL_GRP","NONUNIQUE",NA
"POP_PLOT_STRATUM_ASSGN","PPSA_PLT_FK_I","PLT_CN","NONUNIQUE",NA
"OZONE_SPECIES_SUMMARY","OSY_PK","CN","UNIQUE","P"
"TREE_GRM_COMPONENT","TREE_GRM_COMPONENT_IDX1","TRE_CN","NONUNIQUE",NA
"PLOTGEOM","PLOTGEOM_PK","CN","UNIQUE","P"
"TAXA_FIA_INVASIVE_LIST_ASSGN","TFILA_PK","CN","UNIQUE","P"
"SEEDLING","SDL_NAT_I","INVYR","NONUNIQUE",NA
"STG_TAXA","STGTX_UK","STGRSB_CN","UNIQUE","U"
"TREE_GRM_ESTN","TGE_UK","TRE_CN","UNIQUE","U"
"REF_INVASIVE_SPECIES","RIS_UK","STATECD","UNIQUE","U"
"REF_TREE_RGNL_EQN","REFTRE_UK","EST_TYPE","UNIQUE","U"
"GRND_LYR_MICROQUAD","FGLMP_UK2","COUNTYCD","UNIQUE","U"
"SUBP_COND_CHNG_MTRX","CMX_UK","PLT_CN","UNIQUE","U"
"VEG_VISIT","VVT_UK","PLT_CN","UNIQUE","U"
"TREE_GRM_ESTN","TGE_UK","LAND_BASIS","UNIQUE","U"
"TAXA_COMMON_NAME","TXCN_UK","TX_CN","UNIQUE","U"
"DWM_VISIT","DVT_NAT_I","PLOT","NONUNIQUE",NA
"DWM_MICROPLOT_FUEL","DMF_NAT_I","PLOT","NONUNIQUE",NA
"VEG_SUBPLOT_SPP","VSS_NAT_I","SUBP","NONUNIQUE",NA
"POP_EVAL_TYP","PET_UK2","EVAL_GRP_CN","UNIQUE","U"
"SEEDLING_REGEN","SDLREGEN_SCD_FK_I","SCD_CN","NONUNIQUE",NA
"REF_RETIRED_SPECIES","RRETSP_PK","RETIRED_SPCD","UNIQUE","P"
"TREE","TREE_PREV_IDX1","CN","NONUNIQUE",NA
"SOILS_VISIT","SVT_NAT_I","PLOT","NONUNIQUE",NA
"TREE_GRM_BEGIN","TRE_GRM_BGN_IND3","STATECD","NONUNIQUE",NA
"DWM_FINE_WOODY_DEBRIS","DFW_NAT_I","CONDID","NONUNIQUE",NA
"REF_NVCS_LEVEL_2_CODES","RNVCSHS2_UK","NVCS_CODE","UNIQUE","U"
"REF_COMMON_NAME","RCN_SPSYM_I","FIA_SPECIES_SYMBOL","NONUNIQUE",NA
"SOILS_LAB","SLB_SMPLNNBR_I","COUNTYCD","UNIQUE",NA
"SITETREE","SIT_NAT_I","STATECD","NONUNIQUE",NA
"TREE","TREE_PREV_IDX1","SPCD","NONUNIQUE",NA
"TREE","TRE_SPCD","SPCD","NONUNIQUE",NA
"GRND_LYR_MICROQUAD","FGLMP_UK3","STATECD","UNIQUE","U"
"SDS_BOUNDARY","SDS_BND_NAT_I","INVYR","NONUNIQUE",NA
"VEG_QUADRAT","VQT_UK2","PLT_CN","UNIQUE","U"
"VEG_VISIT","VVT_PK","CN","UNIQUE","P"
"REF_SPCD_LOOKUP_SRS","REFSPLKUPSRS_UK","SSP","UNIQUE","U"
"SUBPLOT_REGEN","SBPREGEN_PK","CN","UNIQUE","P"
"P2VEG_SUBPLOT_SPP","P2VSSP_UK","CONDID","UNIQUE","U"
"GRND_LYR_MICROQUAD","FGLMP_UK3","SUBCYCLE","UNIQUE","U"
"P2VEG_SUBP_STRUCTURE","P2VSS_PK","CN","UNIQUE","P"
"SOILS_SAMPLE_LOC","SSL_UK","SMPLNNBR","UNIQUE","U"
"TREE_GRM_ESTN","TGE_STATECD_INVYR_I","STATECD","NONUNIQUE",NA
"LICHEN_SPECIES_SUMMARY","LSY_UK","INVYR","UNIQUE","U"
"SUBP_COND_CHNG_MTRX","CMX_PK","CN","UNIQUE","P"
"SITETREE","SIT_NAT_I","INVYR","NONUNIQUE",NA
"REF_SIEQN","REF_SIEQN_PK","CN","UNIQUE","P"
"TAXA","TX_UK2","FIA_SPCD","UNIQUE","U"
"REF_INTL_TO_DOYLE_FACTOR","RIDF_PK","DIA_2INCH_CLASS","UNIQUE","P"
"DWM_COARSE_WOODY_DEBRIS","DCW_NAT_I","CWDID","NONUNIQUE",NA
"DWM_COARSE_WOODY_DEBRIS","DCW_UK","CWDID","UNIQUE","U"
"TAXA_FIA_INVASIVE_LIST","TFIL_UK","LIST_VERSION","UNIQUE","U"
"P2VEG_SUBP_STRUCTURE","P2VSS_UK","SUBP","UNIQUE","U"
"TREE","TRE_NAT_I","UNITCD","NONUNIQUE",NA
"STG_REF_SPECIES_BATCH","STGRSB_UK","BATCH_NAME","UNIQUE","U"
"REF_POP_EVAL_TYP_DESCR","PED_UK","EVAL_TYP","UNIQUE","U"
"TAXA_PROPERTIES","TXP_PK","CN","UNIQUE","P"
"SEEDLING_REGEN","SDLREGEN_UK","SEEDLING_SOURCE_CD","UNIQUE","U"
"TAXA_FIA_INVASIVE_LIST_ASSGN","TFILA_TX_FK","TX_CN","NONUNIQUE",NA
"DWM_MICROPLOT_FUEL","DMF_PK","CN","UNIQUE","P"
"SOILS_EROSION","SEN_NAT_I","INVYR","NONUNIQUE",NA
"REF_NVCS_LEVEL_3_CODES","RNVCSHS3_UK","NVCS_CODE","UNIQUE","U"
"REF_NVCS_LEVEL_1_CODES","RNVCSHS1_UK","NVCS_CODE","UNIQUE","U"
"TAXA_REGIONAL_TREE_LIST","TRTL_UK","LIST_NAME","UNIQUE","U"
"REF_NVCS_LEVEL_2_CODES","RNVCSHS2_PK","CN","UNIQUE","P"
"COND","CND_NAT_I","PLOT","NONUNIQUE",NA
"SURVEY","SRV_UK","SUBCYCLE","UNIQUE","U"
"POP_STRATUM","PSM_PEU_FK_I","ESTN_UNIT_CN","NONUNIQUE",NA
"LICHEN_VISIT","LVT_PK","CN","UNIQUE","P"
"VEG_SUBPLOT","VSB_PK","CN","UNIQUE","P"
"GRND_LYR_MICROQUAD","FGLMP_UK3","CYCLE","UNIQUE","U"
"REF_CONGCD","RCNG_UK","DISTRICT_NBR","UNIQUE","U"
"TYP_RRAN_SOURCE_CODE","TRRANSOC_UK","CODE","UNIQUE","U"
"SOILS_EROSION","SEN_UK","SUBP","UNIQUE","U"
"STG_TAXA_COMMON_NAME","STGTXCN_UK","RETIRED_DATE","UNIQUE","U"
"VEG_VISIT","VVT_NAT_I","STATECD","NONUNIQUE",NA
"REF_JENKINS_SPECIES_GROUP","RJSG_PK","JENKINS_SPGRPCD","UNIQUE","P"
"VEG_SUBPLOT","VSB_UK2","VVT_CN","UNIQUE","U"
"SEEDLING","SDL_UK","SUBP","UNIQUE","U"
"GRND_CVR","GRND_CVR_UK_I","PLT_CN","NONUNIQUE",NA
"SEEDLING","SDL_NAT_I","SPCD","NONUNIQUE",NA
"SDS_BOUNDARY","SDS_BND_UK","AZMRIGHT","UNIQUE","U"
"P2VEG_SUBPLOT_SPP","P2VSSP_PK","CN","UNIQUE","P"
"VEG_SUBPLOT_SPP","VSS_NAT_I","PLOT","NONUNIQUE",NA
"TREE","TREE_PREV_IDX1","PLT_CN","NONUNIQUE",NA
"P2VEG_SUBP_STRUCTURE","P2VSS_PLT_CN_CONDID","CONDID","NONUNIQUE",NA
"STG_TAXA","STGTX_FIRST_HYBRID_PARENT_FK","FIRST_HYBRID_PARENT_CN","NONUNIQUE",NA
"STG_TAXA_COMMON_NAME","STGTXCN_UK2","COMMON_NAME","UNIQUE","U"
"REF_DIFFERENCE_TEST_TOTALS","DTT_PK","CN","UNIQUE","P"
"VEG_SUBPLOT","VSB_UK","SUBP","UNIQUE","U"
"VEG_SUBPLOT","VSB_NAT_I","SUBP","NONUNIQUE",NA
"SUBPLOT","SBP_NAT_I","SUBP","NONUNIQUE",NA
